title,description,content,url,publishedAt,source,country,category
"Team USA basketball roster, schedule for 2024 Olympics as LeBron James, Kevin Durant, more eye gold in Paris - CBS Sports",Derrick White has replaced Kawhi Leonard on the star-studded Team USA roster,"The men's Olympic basketball tournament field is now set, and we've got a crystal-clear picture of all three groups that will be competing in Paris later this month. Team USA will be in Group C, alon… [+5952 chars]",https://www.cbssports.com/nba/news/team-usa-basketball-roster-schedule-for-2024-olympics-as-lebron-james-kevin-durant-more-eye-gold-in-paris/,2024-07-11T00:07:00Z,CBS Sports,us,sports
Rays’ Wander Franco faces additional charge of human trafficking - Tampa Bay Times,"The star shortstop could face up to 20 years in prison if convicted of the latest charge. Wednesday, he was shifted to MLB’s restricted list and is no longer getting paid.","ST. PETERSBURG Rays shortstop Wander Franco could face up to 20 years in prison if convicted of human trafficking, which was among the formal charges filed against him this week by prosecutors in the… [+5966 chars]",https://www.tampabay.com/sports/rays/2024/07/10/wander-franco-human-trafficking-sexual-abuse-exploitation-charges-dominican-prosecutors/,2024-07-11T00:04:45Z,Tampa Bay Times,us,sports
US Olympic breakdancer Sunny Choi talks blooming partnership with wellness brand - Fox Business,Sunny Choi talked to FOX Business about her partnership with Blume and why she decided to team up with the wellness brand ahead of the 2024 Olympics.,"Sunny Choi is about to enter a summer of firsts.
It will be the first time she has represented the United States in the Olympics and the first time breakdancing, better known as breaking, will be an… [+2353 chars]",https://www.foxbusiness.com/sports/us-olympic-breakdancer-sunny-choi-talks-blooming-partnership-wellness-brand,2024-07-11T00:00:00Z,Fox Business,us,sports
Ollie Watkins' last-gasp winner becomes England dream of a lifetime - ESPN,"The dream of any England player is to score for your country in the biggest tournaments, and Ollie Watkins was able to achieve that against the Netherlands.","DORTMUND, Germany -- Ollie Watkins lived the dream in a split second in Dortmund, the one that all schoolkids repeat day after day in the playground. A winning goal in stoppage time, which sends your… [+6274 chars]",https://www.espn.com/soccer/story/_/id/40536095/watkins-last-gasp-winner-becomes-england-dream-come-true,2024-07-10T22:46:00Z,ESPN,us,sports
Michael Kopech becomes first White Sox pitcher to throw immaculate inning in more than a century - Yahoo Sports,The last White Sox pitcher to throw one was a fellow named Sloppy Thurston.,"Michael Kopech was immaculate for the Chicago White Sox on Wednesday.
The flamethrowing reliever made MLB history while closing out the Minnesota Twins in the first leg of a doubleheader, throwing a… [+1547 chars]",https://sports.yahoo.com/michael-kopech-becomes-first-white-sox-pitcher-to-throw-immaculate-inning-in-more-than-a-century-223224929.html,2024-07-10T22:32:24Z,Yahoo Entertainment,us,sports
"USA gymnastics’ Paris Olympics uniforms have over 47,000 Swarovski crystals - New York Post ","The USA gymnastics team will be sporting bedazzled patriotic leotards that showcase 47,000 Swarovski crystals across eight different designs for the 2024 Olympics.","Team USA is heading to Paris in full bling. 
The U.S. Olympic gymnastics team will be sporting bedazzled patriotic leotards that showcase 47,000 Swarovski crystals across eight different designs. 
… [+2352 chars]",https://nypost.com/2024/07/10/sports/usa-gymnastics-olympics-uniforms-have-over-47000-swarovski-crystals/,2024-07-10T22:21:00Z,New York Post,us,sports
"Deion Sanders may be the Big 12's top entertainer, but Year 2 at Colorado will test his coaching chops - CBS Sports","Coach Prime has two elite players, Shedeur Sanders and Travis Hunter, but an uphill climb for bowl eligibility","LAS VEGAS The phenomenon of Deion Sanders started early Wednesday morning at Big 12 Media Days. Before a network interview began in the bowels of Allegiant Stadium, Sanders directed a cameraman. 
""T… [+6478 chars]",https://www.cbssports.com/college-football/news/deion-sanders-may-be-the-big-12s-top-entertainer-but-year-2-at-colorado-will-test-his-coaching-chops/,2024-07-10T22:04:00Z,CBS Sports,us,sports
Wilson posts first career 20-20 game in Aces' win - ESPN,A'ja Wilson had 24 points and 20 rebounds for her first career 20-20 game and the Las Vegas Aces beat the Seattle Storm 84-79 on Wednesday.,"Jul 10, 2024, 05:53 PM ET
SEATTLE -- A'ja Wilson had 24 points and 20 rebounds for her first career 20-20 game and the Las Vegas Aces beat the Seattle Storm 84-79 on Wednesday.
It was the 21st 20-2… [+3531 chars]",https://www.espn.com/wnba/story/_/id/40535741/las-vegas-aces-aja-wilson-first-career-20-20-game-win-seattle-storm,2024-07-10T21:53:00Z,ESPN,us,sports
"Braves recall Dylan Lee, activate Brian Anderson and option AJ Smith-Shawver in a flurry of roster moves - Battery Power",The Braves announced a flurry of roster moves ahead of Wednesday’s matchup against the Arizona Diamondbacks,The Atlanta Braves announced several roster moves in advance of Wednesdays matchup against the Arizona Diamondbacks. The Braves recalled lefty reliever Dylan Lee from Gwinnett and reinstated Brian An… [+1835 chars],https://www.batterypower.com/2024/7/10/24196053/atlanta-braves-recall-dylan-lee-activate-brian-anderson-option-aj-smith-shawver,2024-07-10T21:52:51Z,Batterypower.com,us,sports
"USA soccer coaching candidates: With Gregg Berhalter out, could Jurgen Klopp step in as new USMNT manager? - CBS Sports",Another change is ahead for the U.S. men's national team; here's who might take over,"After being knocked out of Copa America in the group stage of the tournament, the United States Soccer Federation is moving on from coach Gregg Berhalter, according to Fox Sports. This creates an opp… [+11514 chars]",https://www.cbssports.com/soccer/news/usa-soccer-coaching-candidates-with-gregg-berhalter-out-could-jurgen-klopp-step-in-as-new-usmnt-manager/,2024-07-10T21:52:00Z,CBS Sports,us,sports
Rangers slugger Adolis Garcia is headed to the Home Run Derby - The Dallas Morning News,"García may take the rest of the All-Star break off, but the ALCS MVP agreed to join the Derby field on Monday.","If the Texas Rangers are going to host the All-Star Game Home Run Derby, they might as well participate, too.
Adolis García may take the rest of the All-Star break off, but the ALCS MVP agreed to jo… [+2271 chars]",https://www.dallasnews.com/sports/rangers/2024/07/10/texas-rangers-adolis-garcia-home-run-derby/,2024-07-10T21:16:37Z,The Dallas Morning News,us,sports
Photos of Lionel Messi with 16-year-old soccer star Lamine Yamal as a baby resurface - CBS News,"In 2007, Lionel Messi held a baby in a photoshoot. The little infant grew up to be teenage soccer star Lamine Yamal.","Photos of Lionel Messi with 16-year-old soccer sensation Lamine Yamal as a baby have resurfaced as they've enjoyed international success on the pitch this week.
On Tuesday night, Messi, who led Arge… [+2860 chars]",https://www.cbsnews.com/news/lionel-messi-lamine-yamal-baby-barcelona-photos-joan-monfort/,2024-07-10T21:01:27Z,CBS News,us,sports
Bolton: Diversify with experience across the border at Genesis Scottish Open - PGA TOUR,"Every time the PGA TOUR leaves North America, our first order of business is to adjust for the time difference.","Every time the PGA TOUR leaves North America, our first order of business is to adjust for the time difference.
The Genesis Scottish Open is scheduled to begin at 7 a.m. local time on Thursday. That… [+6879 chars]",https://www.pgatour.com/article/news/betting-dfs/2024/07/10/golfbet-insider-rob-bolton-genesis-scottish-open-the-renaissance-club-sahith-theegala-max-homa,2024-07-10T20:27:13Z,pgatour.com,us,sports
"Report: NBA media rights deal finalized with ESPN, Amazon, NBC. What to know about megadeal - USA TODAY","After months of speculation, the NBA has secured a new media rights deal with three partners. Still, TNT looms.","Live sporting events still pay.
Thats the message derived from the NBAs new TV and media rights deal that will net the league approximately $76 billion in a 11-year deal $6.9 billion per season from… [+2790 chars]",https://www.usatoday.com/story/sports/media/2024/07/10/nba-media-rights-deal-amazon-nbc-espn/73559408007/,2024-07-10T20:24:13Z,USA Today,us,sports
These Alabama players are rated highest in EA Sports College Football 25 - AL.com,Here's the Alabama players that cracked the top 100 in the upcoming video game.,"Ahead of EA Sports releasing its College Football 25 video game on July 19, the developer has been slowly leaking out information to drum up interest in its first college football game since NCAA 14.… [+1132 chars]",https://www.al.com/alabamafootball/2024/07/these-alabama-players-are-rated-highest-in-ea-sports-college-football-25.html,2024-07-10T20:08:00Z,AL.com,us,sports
NASCAR Great American Getaway 400: Betting line for the entire field to win at Pocono - On3.com,"The NASCAR Cup Series will return to the Tricky Triangle on Sunday, with The Great American Getaway 400 at Pocono Raceway.","The NASCAR Cup Series will return to the Tricky Triangle on Sunday, with The Great American Getaway 400 taking place this weekend at Pocono Raceway. 
Last seasons trip to Pennsylvania was an awesome… [+7323 chars]",https://www.on3.com/pro/news/nascar-great-american-getaway-400-betting-line-for-the-entire-field-to-win-at-pocono/,2024-07-10T19:49:06Z,On3.com,us,sports
4 takeaways from J.B. Bickerstaff's introductory press conference with Detroit Pistons - Detroit Free Press,,,https://www.freep.com/story/sports/nba/pistons/2024/07/10/jb-bickerstaff-detroit-pistons-new-head-coach/74356448007/,2024-07-10T19:46:05Z,Detroit Free Press,us,sports
IndyCar cuts downforce for Iowa - RACER,,,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vcmFjZXIuY29tLzIwMjQvMDcvMTAvaW5keWNhci1jdXRzLWRvd25mb3JjZS1mb3ItaW93YS_SAQA?oc=5,2024-07-10T18:33:45Z,Google News,us,sports
Davante Adams: ‘I think Aidan has the job’ - Silver And Black Pride,Las Vegas Raiders star wide receiver Davante Adams thinks incumbent Aidan O’Connell holds edge in still-undecided quarterback battle with Gardner Minshew,"Recently, there was a report from ESPNs Jeremy Fowler that stated that incumbent Aidan OConnell left the OTA and minicamp sessions holding a slight edge over free-agent signing Gardner Minshew in the… [+902 chars]",https://www.silverandblackpride.com/2024/7/10/24195904/raiders-news-davante-adams-aidan-oconnell-quarterback-battle,2024-07-10T18:30:59Z,Silver And Black Pride,us,sports
Musetti outlasts Fritz for first Grand Slam semi - ESPN,"Lorenzo Musetti reached his first Grand Slam semifinal by eliminating Taylor Fritz 3-6, 7-6 (5), 6-2, 3-6, 6-1 at Wimbledon and will take on Novak Djokovic next.","Jul 10, 2024, 02:01 PM ET
WIMBLEDON, England -- Lorenzo Musetti threw his head back and spread his arms wide to celebrate reaching his first Grand Slam semifinal at Wimbledon then covered his face w… [+3921 chars]",https://www.espn.com/tennis/story/_/id/40534242/lorenzo-musetti-1st-grand-slam-semi-sets-djokovic-clash,2024-07-10T18:01:00Z,ESPN,us,sports
Cooper Flagg should've replaced Kawhi Leonard on Team USA after the Duke freshman shines vs. NBA stars - CBS Sports,Flagg turned heads this week as a member of the USA Select Team in scrimmages vs. Team USA,"Los Angeles Clippers star Kawhi Leonard withdrew from Team USA and will not play in the 2024 Olympic Games, USA Basketball announced on Wednesday. With Leonard out of the picture less than three week… [+2896 chars]",https://www.cbssports.com/college-basketball/news/cooper-flagg-shouldve-replaced-kawhi-leonard-on-team-usa-after-the-duke-freshman-shines-vs-nba-stars/,2024-07-10T17:32:00Z,CBS Sports,us,sports
"Canada finalizes its men’s Olympic basketball roster, with 8 returnees from World Cup team - The Associated Press","Canada finalized its men’s basketball roster for the Paris Olympics on Wednesday, with eight of the 12 players selected having been part of the run to a bronze medal at last summer's World Cup. Shai Gilgeous-Alexander, Dillon Brooks, Kelly Olynyk, Lugentz Dor…","LAS VEGAS (AP) Canada finalized its mens basketball roster for the Paris Olympics on Wednesday, with eight of the 12 players selected having been part of the run to a bronze medal at last summers Wor… [+2441 chars]",https://apnews.com/article/olympics-canada-basketball-2024-paris-f7aec609f40a326d690820ddc61abd5e,2024-07-10T17:31:00Z,Associated Press,us,sports
Noah Gragson lands with Front Row as another Stewart-Haas driver finds 2025 ride - FOX Sports,"Six weeks after Stewart-Haas Racing announced it would shut down after the season, three of its four Cup drivers have now found new rides.","Six weeks after Stewart-Haas Racing announced it would shut down after the season, three of the four Cup drivers in its stable have found new rides.
Noah Gragson is the latest to sign a deal for nex… [+2714 chars]",https://www.foxsports.com/stories/nascar/noah-gragson-lands-front-row-another-stewart-haas-driver-finds-2025-ride,2024-07-10T17:21:03Z,Fox Sports,us,sports
"Six MLB hopefuls, including four Top 15 prospects, to attend Draft in Texas - MLB.com",,,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3Lm1sYi5jb20vbmV3cy9hbWF0ZXVyLXBsYXllcnMtd2hvLXdpbGwtYXR0ZW5kLTIwMjQtZHJhZnTSAQA?oc=5,2024-07-10T16:16:03Z,Google News,us,sports
"Adrian Wilson, former Panthers VP of player personnel, arrested on three domestic violence charges, per police - CBS Sports",Carolina parted ways with Wilson after just one year,"Earlier this week, the Carolina Panthers confirmed to Pro Football Talk that the team had parted ways with vice president of player personnel Adrian Wilson after just one year. On Tuesday, more detai… [+2004 chars]",https://www.cbssports.com/nfl/news/adrian-wilson-former-panthers-vp-of-player-personnel-arrested-on-three-domestic-violence-charges-per-police/,2024-07-10T15:33:00Z,CBS Sports,us,sports
Bubba Wallace fined $50K by NASCAR for door-slamming Alex Bowman postrace - FOX Sports,"NASCAR fined Bubba Wallace $50,000 for initiating contact with Alex Bowman's winning car on the cool-down lap after Sunday's race in Chicago.","NASCAR fined Bubba Wallace $50,000 for initiating contact with another car on the cool-down lap after the Cup Series race Sunday on the Chicago street course.
Wallace door-slammed race winner Alex B… [+2064 chars]",https://www.foxsports.com/stories/nascar/bubba-wallace-fined-50k-nascar-chicago-winner-alex-bowman,2024-07-10T15:32:06Z,Fox Sports,us,sports
Where the Caitlin Clark-Angel Reese Rookie of the Year battle stands with voters right now - New York Post ,The Caitlin Clark-Angel Reese rivalry is ruling the battle for WNBA Rookie of the Year.,"The Caitlin Clark-Angel Reese rivalry is ruling the battle for WNBA Rookie of the Year. 
Clark, the No. 1 overall pick by the Fever in this year’s draft, currently leads Reese, the No. 7 pick by the… [+5000 chars]",https://nypost.com/2024/07/10/sports/where-the-caitlin-clark-angel-reese-rookie-of-the-year-battle-stands/,2024-07-10T15:08:00Z,New York Post,us,sports
Tennis Mailbag: Novak Djokovic’s Message to the Wimbledon Crowd Makes Waves - Sports Illustrated,"Jon Wertheim breaks down the No. 2 seed’s remarks. Plus, Emma Navarro’s star turn and Ons Jabeur’s future.","Submissions have been lightly edited for brevity and clarity.
As it is written, Wednesday is mailbag day 
 Here is the Wimbledon 2024 midterm grades
 column.
 Here is the latest Served
 podcast… [+10028 chars]",https://www.si.com/tennis/tennis-mailbag-novak-djokovic-message-to-the-wimbledon-crowd-makes-waves,2024-07-10T14:21:59Z,Sports Illustrated,us,sports
Mike Gundy's DUI comments are insane thing for college football coach to say - USA TODAY,Mike Gundy’s explanation of why he isn’t suspending Oklahoma State’s star running back Ollie Gordon over a recent DUI completely lacks common sense.,"Mike Gundys four-minute explanation of why he isnt suspending Oklahoma States star running back Ollie Gordon over a recent DUI is so bizarre, so convoluted and so utterly devoid of anything that appr… [+7534 chars]",https://www.usatoday.com/story/sports/columnist/dan-wolken/2024/07/10/mike-gundy-comments-ollie-gordons-dui/74349349007/,2024-07-10T14:16:40Z,USA Today,us,sports
Boise State Picked to Win 2024 Mountain West Football Title - Mountain West Conference,Boise State Picked to Win 2024 Mountain West Football Title,"LAS VEGAS Boise State has been selected as the preseason favorite to claim the 2024 Mountain West football regular-season title, as selected by a media panel and announced by the Conference at its an… [+1881 chars]",https://themw.com/news/2024/07/10/boise-state-picked-to-win-2024-mountain-west-football-title/,2024-07-10T14:00:10Z,Themw.com,us,sports
